run_number,experiment_type,dataset,batch_size,output_size,prompt_type,num_api_calls,avg_accuracy,avg_precision,avg_recall,avg_time,timestamp
20,hyperparameter_sweep,omnetpp_25,125,20,original,10,0.182201,0.333562,0.270000,2.168525,2025-08-14 21:42:00
20,hyperparameter_sweep,omnetpp_25,125,30,original,10,0.250249,0.423146,0.313333,2.596975,2025-08-14 21:42:36
20,hyperparameter_sweep,omnetpp_25,125,40,original,10,0.138280,0.263245,0.200000,3.534314,2025-08-14 21:43:21
20,hyperparameter_sweep,omnetpp_25,125,50,original,10,0.322077,0.500847,0.432000,4.007838,2025-08-14 21:44:10
20,hyperparameter_sweep,omnetpp_25,125,60,original,10,0.323638,0.471268,0.388333,4.995425,2025-08-14 21:45:09
20,hyperparameter_sweep,omnetpp_25,125,70,original,10,0.351103,0.561236,0.452857,5.406131,2025-08-14 21:46:12
20,hyperparameter_sweep,omnetpp_25,150,10,original,10,0.192224,0.286667,0.270000,1.334232,2025-08-14 21:46:35
20,hyperparameter_sweep,omnetpp_25,150,20,original,10,0.193600,0.323414,0.290000,1.915454,2025-08-14 21:47:03
20,hyperparameter_sweep,omnetpp_25,150,30,original,10,0.221235,0.376062,0.306667,2.608575,2025-08-14 21:47:39
20,hyperparameter_sweep,omnetpp_25,150,40,original,10,0.216526,0.378299,0.287500,4.136072,2025-08-14 21:48:29
20,hyperparameter_sweep,omnetpp_25,150,50,original,10,0.196711,0.337799,0.286000,4.519555,2025-08-14 21:49:24
20,hyperparameter_sweep,omnetpp_25,150,60,original,10,0.176690,0.336233,0.255000,4.823705,2025-08-14 21:50:21
20,hyperparameter_sweep,omnetpp_25,150,70,original,10,0.246201,0.468290,0.322857,9.097553,2025-08-14 21:52:02
20,hyperparameter_sweep,omnetpp_25,175,10,original,10,0.273039,0.419524,0.380000,1.324136,2025-08-14 21:52:25
20,hyperparameter_sweep,omnetpp_25,175,20,original,10,0.227865,0.362279,0.325000,1.902671,2025-08-14 21:52:54
20,hyperparameter_sweep,omnetpp_25,175,30,original,10,0.222643,0.388942,0.313333,2.630818,2025-08-14 21:53:30
20,hyperparameter_sweep,omnetpp_25,175,40,original,10,0.300276,0.522300,0.392500,3.581774,2025-08-14 21:54:15
20,hyperparameter_sweep,omnetpp_25,175,50,original,10,0.251560,0.423847,0.334000,4.867430,2025-08-14 21:55:13
20,hyperparameter_sweep,omnetpp_25,175,60,original,10,0.249348,0.459191,0.321667,5.167063,2025-08-14 21:56:14
20,hyperparameter_sweep,omnetpp_25,175,70,original,10,0.265737,0.464564,0.348571,5.804305,2025-08-14 21:57:22
20,hyperparameter_sweep,omnetpp_25,200,10,original,10,0.184819,0.302222,0.280000,1.309886,2025-08-14 21:57:45
20,hyperparameter_sweep,omnetpp_25,200,20,original,10,0.212654,0.332832,0.285000,2.095327,2025-08-14 21:58:15
20,hyperparameter_sweep,omnetpp_25,200,30,original,10,0.148374,0.248746,0.216667,2.781898,2025-08-14 21:58:52
20,hyperparameter_sweep,omnetpp_25,200,40,original,10,0.195122,0.345266,0.282500,4.482876,2025-08-14 21:59:46
20,hyperparameter_sweep,omnetpp_25,200,50,original,10,0.134891,0.274868,0.200000,4.477697,2025-08-14 22:00:40
20,hyperparameter_sweep,omnetpp_25,200,60,original,10,0.228522,0.401635,0.321667,5.621801,2025-08-14 22:01:50
20,hyperparameter_sweep,omnetpp_25,200,70,original,10,0.225069,0.398863,0.300000,5.958318,2025-08-14 22:03:00
21,hyperparameter_sweep,omnetpp_50,100,10,original,10,0.199789,0.290000,0.290000,1.147458,2025-08-14 22:03:16
21,hyperparameter_sweep,omnetpp_50,100,20,original,10,0.164750,0.245882,0.245000,1.783787,2025-08-14 22:03:37
21,hyperparameter_sweep,omnetpp_50,100,30,original,10,0.124276,0.219511,0.210000,2.441029,2025-08-14 22:04:07
21,hyperparameter_sweep,omnetpp_50,100,40,original,10,0.110774,0.192949,0.190000,3.003795,2025-08-14 22:04:41
21,hyperparameter_sweep,omnetpp_50,100,50,original,10,0.119086,0.212153,0.198000,3.581577,2025-08-14 22:05:21
21,hyperparameter_sweep,omnetpp_50,100,60,original,10,0.102575,0.180734,0.180000,4.444427,2025-08-14 22:06:10
21,hyperparameter_sweep,omnetpp_50,100,70,original,10,0.146442,0.260567,0.240000,4.508035,2025-08-14 22:06:59
21,hyperparameter_sweep,omnetpp_50,125,10,original,10,0.219403,0.330000,0.330000,1.227800,2025-08-14 22:07:16
21,hyperparameter_sweep,omnetpp_50,125,20,original,10,0.074754,0.220000,0.125000,1.687186,2025-08-14 22:07:37
21,hyperparameter_sweep,omnetpp_50,125,30,original,10,0.142434,0.235057,0.230000,2.342529,2025-08-14 22:08:04
21,hyperparameter_sweep,omnetpp_50,125,40,original,10,0.103589,0.184058,0.180000,3.016462,2025-08-14 22:08:38
21,hyperparameter_sweep,omnetpp_50,125,50,original,10,0.148150,0.248307,0.240000,3.783386,2025-08-14 22:09:20
21,hyperparameter_sweep,omnetpp_50,125,60,original,10,0.067571,0.122796,0.118333,4.357559,2025-08-14 22:10:07
21,hyperparameter_sweep,omnetpp_50,125,70,original,10,0.134428,0.236486,0.224286,4.764982,2025-08-14 22:10:59
21,hyperparameter_sweep,omnetpp_50,150,10,original,10,0.083729,0.140000,0.140000,1.173583,2025-08-14 22:11:14
21,hyperparameter_sweep,omnetpp_50,150,20,original,10,0.092367,0.165000,0.165000,1.845461,2025-08-14 22:11:36
21,hyperparameter_sweep,omnetpp_50,150,30,original,10,0.109426,0.188161,0.186667,2.420976,2025-08-14 22:12:04
21,hyperparameter_sweep,omnetpp_50,150,40,original,10,0.116831,0.204568,0.202500,3.307881,2025-08-14 22:12:41
21,hyperparameter_sweep,omnetpp_50,150,50,original,10,0.118025,0.204262,0.202000,3.978900,2025-08-14 22:13:25
21,hyperparameter_sweep,omnetpp_50,150,60,original,10,0.090885,0.162348,0.158333,4.917194,2025-08-14 22:14:18
21,hyperparameter_sweep,omnetpp_50,150,70,original,10,0.134522,0.222451,0.211429,5.011621,2025-08-14 22:15:12
21,hyperparameter_sweep,omnetpp_50,175,10,original,10,0.081244,0.140000,0.140000,1.254847,2025-08-14 22:15:28
21,hyperparameter_sweep,omnetpp_50,175,20,original,10,0.146595,0.245000,0.240000,1.749001,2025-08-14 22:15:49
21,hyperparameter_sweep,omnetpp_50,175,30,original,10,0.075842,0.137586,0.136667,2.531502,2025-08-14 22:16:18
21,hyperparameter_sweep,omnetpp_50,175,40,original,10,0.093209,0.161312,0.157500,3.163998,2025-08-14 22:16:54
21,hyperparameter_sweep,omnetpp_50,175,50,original,10,0.124568,0.210241,0.208000,3.714212,2025-08-14 22:17:35
21,hyperparameter_sweep,omnetpp_50,175,60,original,10,0.085564,0.150934,0.150000,4.917413,2025-08-14 22:18:28
